0;0.90367293 ;0.91235965 ;0.89020431 ;0.8876 ;0.9083 ;0.8874
5e-005;0.90547627 ;0.90635365 ;0.88886106 
0.0001;0.90189427 ;0.90997273 ;0.8847695 
0.00015;0.88987601 ;0.90793777 ;0.88179737 
0.0002;0.88868403 ;0.9046213 ;0.8869465 
0.00025;0.89133966 ;0.90905249 ;0.89116931 
0.0003;0.88496614 ;0.91043282 ;0.88707006 
0.00035;0.89053065 ;0.90726149 ;0.89237356 
0.0004;0.90056646 ;0.90156114 ;0.90229362 
0.00045;0.8955825 ;0.90350652 ;0.89581662 
0.0005;0.89070356 ;0.91950208 ;0.89289081 
0.00055;0.8858555 ;0.90795934 ;0.89337718 
0.0006;0.88978952 ;0.89720094 ;0.9088555 
0.00065;0.88330483 ;0.91104114 ;0.90125912 
0.0007;0.87832087 ;0.91672605 ;0.89309925 
0.00075;0.88743651 ;0.89784634 ;0.90576756 
0.0008;0.89460671 ;0.89576197 ;0.91117144 
0.00085;0.89495873 ;0.9174332 ;0.89545381 
0.0009;0.8986581 ;0.91388512 ;0.890158 
0.00095;0.89753407 ;0.89727819 ;0.89474356 
0.001;0.88798618 ;0.9080829 ;0.91097075 
0.00105;0.87556642 ;0.91420937 ;0.90012431 
0.0011;0.88382977 ;0.90442985 ;0.89629525 
0.00115;0.89222902 ;0.89390302 ;0.90338981 
0.0012;0.89184612 ;0.90879309 ;0.89868069 
0.00125;0.89374828 ;0.92622453 ;0.87917262 
0.0013;0.89667565 ;0.91274261 ;0.87904912 
0.00135;0.89420527 ;0.89967132 ;0.8934235 
0.0014;0.89216107 ;0.91697925 ;0.89125419 
0.00145;0.89513785 ;0.91989118 ;0.88380456 
0.0015;0.894687 ;0.9082064 ;0.88639069 
0.00155;0.88400275 ;0.90186375 ;0.88053906 
0.0016;0.88906693 ;0.91113377 ;0.88286269 
0.00165;0.90482163 ;0.90050197 ;0.88419825 
0.0017;0.90333325 ;0.90195638 ;0.87931931 
0.00175;0.88762796 ;0.9183163 ;0.86609519 
0.0018;0.89053679 ;0.91207558 ;0.86738437 
0.00185;0.89687943 ;0.89687675 ;0.88091731 
0.0019;0.88247108 ;0.91032779 ;0.87836975 
0.00195;0.88276136 ;0.91680324 ;0.87566006 
0.002;0.89639157 ;0.9000079 ;0.88370419 
0.00205;0.88683742 ;0.89484793 ;0.87954319 
0.0021;0.88365686 ;0.91305137 ;0.87440175 
0.00215;0.90194368 ;0.90983373 ;0.87713456 
0.0022;0.90405583 ;0.90447307 ;0.87698787 
0.00225;0.884188 ;0.9089753 ;0.87377644 
