0;0.9172321 ;0.9248473 ;0.8808108 ;0.8917 ;0.9086 ;0.8906
5e-005;0.89811772 ;0.9180724 ;0.87421495 
0.0001;0.88205266 ;0.89120728 ;0.92341208 
0.00015;0.91842866 ;0.90339231 ;0.92651236 
0.0002;0.91924697 ;0.93257952 ;0.89852941 
0.00025;0.87051922 ;0.90414578 ;0.90365541 
0.0003;0.88028485 ;0.87946689 ;0.93883324 
0.00035;0.93843085 ;0.885019 ;0.93909883 
0.0004;0.91244578 ;0.89729053 ;0.91466081 
0.00045;0.81206441 ;0.89414084 ;0.86846519 
0.0005;0.82266378 ;0.90611583 ;0.86153585 
0.00055;0.89448166 ;0.91759682 ;0.87322062 
0.0006;0.89610285 ;0.89811808 ;0.89227939 
0.00065;0.87551397 ;0.90800565 ;0.89204472 
0.0007;0.88930935 ;0.94780928 ;0.87640738 
0.00075;0.89125478 ;0.92495233 ;0.88069957 
0.0008;0.88681585 ;0.8695237 ;0.88825887 
0.00085;0.89715272 ;0.92759562 ;0.85809582 
0.0009;0.89069891 ;0.96249557 ;0.83788216 
0.00095;0.87659472 ;0.90450394 ;0.85346395 
0.001;0.88361979 ;0.86142093 ;0.87680882 
0.00105;0.89604878 ;0.89295506 ;0.88142216 
0.0011;0.85033178 ;0.92961514 ;0.85923219 
0.00115;0.83131003 ;0.91194588 ;0.86288834 
0.0012;0.9010281 ;0.89110225 ;0.87591326 
0.00125;0.92707491 ;0.91454595 ;0.8621102 
0.0013;0.86878997 ;0.92553288 ;0.84721392 
0.00135;0.8667056 ;0.91087127 ;0.85958421 
0.0014;0.89979291 ;0.90832067 ;0.87637651 
0.00145;0.87915772 ;0.90249062 ;0.91438293 
0.0015;0.85006928 ;0.91192734 ;0.9157601 
0.00155;0.87661016 ;0.91520679 ;0.90123445 
0.0016;0.92079097 ;0.90552914 ;0.91456819 
0.00165;0.90859354 ;0.89449286 ;0.92592567 
0.0017;0.90439397 ;0.901169 ;0.90912724 
0.00175;0.93372172 ;0.91707808 ;0.89304519 
0.0018;0.92187172 ;0.91680014 ;0.89277345 
0.00185;0.89483678 ;0.90708548 ;0.90584165 
0.0019;0.90408516 ;0.8898856 ;0.90942365 
0.00195;0.91544878 ;0.89389378 ;0.89934462 
0.002;0.86967003 ;0.93055385 ;0.88313293 
0.00205;0.83928466 ;0.94397408 ;0.87853187 
0.0021;0.88874578 ;0.89976084 ;0.91172725 
0.00215;0.91179729 ;0.87240165 ;0.92366529 
0.0022;0.87900335 ;0.89306003 ;0.89902967 
0.00225;0.88232285 ;0.94333792 ;0.87223244 
0.0023;0.91514772 ;0.94264007 ;0.86860102 
0.00235;0.94667566 ;0.89330089 ;0.9020682 
0.0024;0.92598641 ;0.88264745 ;0.9116717 
0.00245;0.9056986 ;0.91203856 ;0.8841334 
